LB,16621,0,T,BUILDING.FLOOR_01.ROOM_001.AC.TEMP,20200922T163213.463Z,20200922T164145.588Z
TR,BUILDING.FLOOR_01.ROOM_001.AC.TEMP,0,40,1,1,,0,0,2
20200922T163213.463Z,29,192
20200922T163214.494Z,30,192
20200922T163215.354Z,31,192
20200922T163216.385Z,32,192
20200922T163217.447Z,33,192
20200922T163218.479Z,34,192
20200922T163219.307Z,35,192
20200922T163220.354Z,36,192
20200922T163221.401Z,37,192
20200922T163222.432Z,38,192
20200922T163223.447Z,39,192
20200922T163224.463Z,40,192
20200922T163225.479Z,0,192
20200922T163226.307Z,1,192
20200922T163227.322Z,2,192
20200922T163228.353Z,3,192
20200922T163229.354Z,4,192
20200922T163230.416Z,5,192
20200922T163231.385Z,6,192
20200922T163232.416Z,7,192
20200922T163233.447Z,8,192
20200922T163234.354Z,9,192
20200922T163235.384Z,10,192
20200922T163236.417Z,11,192
20200922T163237.431Z,12,192
20200922T163238.464Z,13,192
20200922T163239.494Z,14,192
20200922T163240.307Z,15,192
20200922T163241.338Z,16,192
20200922T163242.385Z,17,192
20200922T163243.401Z,18,192
20200922T163244.432Z,19,192
20200922T163245.448Z,20,192
20200922T163246.463Z,21,192
20200922T163247.510Z,22,192
20200922T163248.338Z,23,192
20200922T163249.354Z,24,192
20200922T163250.385Z,25,192
20200922T163251.307Z,26,192
20200922T163252.354Z,27,192
20200922T163253.385Z,28,192
20200922T163254.400Z,29,192
20200922T163255.448Z,30,192
20200922T163256.479Z,31,192
20200922T163257.306Z,32,192
20200922T163258.338Z,33,192
20200922T163259.369Z,34,192
20200922T163300.432Z,35,192
20200922T163301.447Z,36,192
20200922T163302.478Z,37,192
20200922T163303.494Z,38,192
20200922T163304.323Z,39,192
20200922T163305.338Z,40,192
20200922T163306.354Z,0,192
20200922T163307.370Z,1,192
20200922T163308.447Z,2,192
20200922T163309.479Z,3,192
20200922T163310.307Z,4,192
20200922T163311.322Z,5,192
20200922T163312.354Z,6,192
20200922T163313.384Z,7,192
20200922T163314.416Z,8,192
20200922T163315.432Z,9,192
20200922T163316.495Z,10,192
20200922T163317.338Z,11,192
20200922T163318.400Z,12,192
20200922T163319.447Z,13,192
20200922T163320.494Z,14,192
20200922T163321.323Z,15,192
20200922T163322.370Z,16,192
20200922T163323.417Z,17,192
20200922T163324.448Z,18,192
20200922T163325.307Z,19,192
20200922T163326.322Z,20,192
20200922T163327.338Z,21,192
20200922T163328.384Z,22,192
20200922T163329.432Z,23,192
20200922T163330.447Z,24,192
20200922T163331.463Z,25,192
20200922T163332.494Z,26,192
20200922T163333.307Z,27,192
20200922T163334.338Z,28,192
20200922T163335.401Z,29,192
20200922T163336.432Z,30,192
20200922T163337.479Z,31,192
20200922T163338.322Z,32,192
20200922T163339.494Z,33,192
20200922T163340.307Z,34,192
20200922T163341.369Z,35,192
20200922T163342.416Z,36,192
20200922T163344.650Z,37,192
20200922T163345.510Z,38,192
20200922T163345.713Z,39,192
20200922T163346.525Z,40,192
20200922T163347.541Z,0,192
20200922T163348.572Z,1,192
20200922T163349.588Z,2,192
20200922T163350.604Z,3,192
20200922T163351.619Z,4,192
20200922T163352.666Z,5,192
20200922T163353.479Z,6,192
20200922T163354.557Z,7,192
20200922T163355.588Z,8,192
20200922T163356.619Z,9,192
