LB,32755,0,T,BUILDING.FLOOR_02.ROOM_002.AC.TEMP,20211220T145251.244Z,20211220T151144.292Z
TR,BUILDING.FLOOR_02.ROOM_002.AC.TEMP,0,65535,1,1,,0,0,2
20211220T145251.244Z,37,192
20211220T145252.292Z,38,192
20211220T145253.135Z,39,192
20211220T145254.151Z,40,192
20211220T145255.213Z,0,192
20211220T145256.244Z,1,192
20211220T145257.275Z,2,192
20211220T145258.322Z,3,192
20211220T145259.151Z,4,192
20211220T145300.166Z,5,192
20211220T145301.197Z,6,192
20211220T145302.275Z,7,192
20211220T145303.322Z,8,192
20211220T145304.150Z,9,192
20211220T145305.182Z,10,192
20211220T145306.228Z,11,192
20211220T145307.260Z,12,192
20211220T145308.275Z,13,192
20211220T145309.307Z,14,192
20211220T145310.166Z,15,192
20211220T145311.197Z,16,192
20211220T145312.229Z,17,192
20211220T145313.291Z,18,192
20211220T145314.135Z,19,192
20211220T145315.182Z,20,192
20211220T145316.213Z,21,192
20211220T145317.260Z,22,192
20211220T145318.292Z,23,192
20211220T145319.150Z,24,192
20211220T145320.166Z,25,192
20211220T145321.198Z,26,192
20211220T145322.228Z,27,192
20211220T145323.260Z,28,192
20211220T145324.292Z,29,192
20211220T145325.322Z,30,192
20211220T145326.135Z,31,192
20211220T145327.166Z,32,192
20211220T145328.198Z,33,192
20211220T145329.260Z,34,192
20211220T145330.275Z,35,192
20211220T145331.291Z,36,192
20211220T145332.135Z,37,192
20211220T145333.182Z,38,192
20211220T145334.229Z,39,192
20211220T145335.291Z,40,192
20211220T145336.322Z,0,192
20211220T145337.151Z,1,192
20211220T145338.166Z,2,192
20211220T145339.244Z,3,192
20211220T145340.291Z,4,192
20211220T145341.135Z,5,192
20211220T145342.182Z,6,192
20211220T145343.229Z,7,192
20211220T145344.275Z,8,192
20211220T145345.291Z,9,192
20211220T145346.338Z,10,192
20211220T145347.182Z,11,192
20211220T145348.229Z,12,192
20211220T145349.260Z,13,192
20211220T145350.291Z,14,192
20211220T145351.338Z,15,192
20211220T145352.150Z,16,192
20211220T145353.213Z,17,192
20211220T145354.245Z,18,192
20211220T145355.260Z,19,192
20211220T145356.291Z,20,192
