LB,00224,0,T,BUILDING.FLOOR_01.ROOM_001.AC.TEMP,20200825T093457.766Z,20200825T094206.765Z
TR,BUILDING.FLOOR_01.ROOM_001.AC.TEMP,0,40,1,1,,0,0,2
20200825T093457.766Z,0,0
20200825T094206.765Z,0,0
20200825T094206.765Z,0,0
LB,00224,0,T,BUILDING.FLOOR_02.ROOM_001.AC.TEMP,20200825T093457.844Z,20200825T094206.859Z
TR,BUILDING.FLOOR_02.ROOM_001.AC.TEMP,0,40,1,1,,0,0,2
20200825T093457.844Z,0,0
20200825T094206.859Z,0,0
20200825T094206.859Z,0,0
LB,00224,0,T,BUILDING.FLOOR_02.ROOM_002.AC.TEMP,20200825T093500.000Z,20200825T094210.000Z
TR,BUILDING.FLOOR_02.ROOM_002.AC.TEMP,0,40,1,1,,0,0,2
20200825T093500.000Z,0,0
20200825T094206.937Z,0,0
20200825T094210.000Z,0,0
