LB,32767,0,T,BAT3.MES,20200122T111208.170Z,20200122T111542.145Z
TR,BAT3.MES,0,65535,1,1,,0,0,2
20200122T111208.170Z,16042,192
20200122T111208.389Z,17517,192
20200122T111208.607Z,16335,192
20200122T111208.811Z,3080,192
20200122T111209.029Z,4157,192
20200122T111209.233Z,29229,192
20200122T111209.451Z,17809,192
20200122T111209.670Z,2258,192
20200122T111209.888Z,32658,192
20200122T111210.092Z,19880,192
20200122T111210.295Z,31019,192
20200122T111210.514Z,464,192
20200122T111210.717Z,9313,192
20200122T111210.920Z,30147,192
20200122T111211.123Z,4591,192
20200122T111211.342Z,5615,192
20200122T111211.545Z,12433,192
20200122T111211.748Z,5369,192
20200122T111211.967Z,14624,192
20200122T111212.170Z,22183,192
20200122T111212.374Z,13324,192
20200122T111212.576Z,19162,192
20200122T111212.795Z,14815,192
20200122T111212.998Z,18975,192
20200122T111213.202Z,13253,192
20200122T111213.405Z,19910,192
20200122T111213.623Z,16980,192
20200122T111213.842Z,7041,192
20200122T111214.045Z,24582,192
20200122T111214.249Z,16619,192
20200122T111214.451Z,8735,192
20200122T111214.655Z,5529,192
20200122T111214.858Z,30205,192
20200122T111215.061Z,31356,192
20200122T111215.264Z,12800,192
20200122T111215.467Z,17332,192
20200122T111215.671Z,6281,192
20200122T111215.874Z,13875,192
20200122T111216.076Z,20677,192
20200122T111216.279Z,21687,192
20200122T111216.498Z,11329,192
20200122T111216.701Z,28680,192
20200122T111216.905Z,8564,192
20200122T111217.108Z,7294,192
20200122T111217.311Z,709,192
20200122T111217.514Z,25394,192
20200122T111217.717Z,30393,192
20200122T111217.920Z,20342,192
20200122T111218.124Z,24905,192
20200122T111218.343Z,26974,192
20200122T111218.546Z,6034,192
20200122T111218.749Z,21629,192
20200122T111218.952Z,11870,192
20200122T111219.155Z,13870,192
20200122T111219.358Z,18744,192
20200122T111219.561Z,18681,192
20200122T111219.764Z,21250,192
20200122T111219.968Z,10996,192
20200122T111220.171Z,19023,192
20200122T111220.374Z,4918,192
20200122T111220.577Z,6890,192
20200122T111220.780Z,16047,192
20200122T111220.983Z,11089,192
20200122T111221.186Z,7941,192
20200122T111221.390Z,8207,192
20200122T111221.593Z,13894,192
20200122T111221.796Z,12343,192
20200122T111221.999Z,8337,192
20200122T111222.202Z,3446,192
20200122T111222.405Z,10499,192
20200122T111222.608Z,10089,192
20200122T111222.811Z,31107,192
20200122T111223.014Z,17731,192
20200122T111223.233Z,3409,192
20200122T111223.436Z,25064,192
20200122T111223.639Z,7257,192
20200122T111223.842Z,13824,192
20200122T111224.061Z,18873,192
20200122T111224.264Z,14521,192
20200122T111224.468Z,2563,192
20200122T111224.671Z,27434,192
20200122T111224.874Z,1562,192
20200122T111225.077Z,19348,192
20200122T111225.295Z,17855,192
20200122T111225.499Z,9469,192
20200122T111225.718Z,14632,192
20200122T111225.921Z,25805,192
20200122T111226.124Z,23350,192
20200122T111226.342Z,896,192
