LB,04080,0,T,TREND.TRACE4,20220309T151823.986Z,20220309T153028.395Z
TR,TREND.TRACE4,0,100,1,1,,0,0,2
20220309T151823.986Z,0,0
20220309T151829.824Z,1,192
20220309T151833.823Z,2,192
20220309T151837.838Z,3,192
20220309T151841.918Z,4,192
20220309T151846.096Z,5,192
20220309T151850.096Z,6,192
20220309T151854.105Z,7,192
20220309T151858.096Z,8,192
20220309T151902.213Z,9,192
20220309T151906.241Z,10,192
20220309T151910.246Z,11,192
20220309T151914.239Z,12,192
20220309T151918.429Z,13,192
20220309T151922.604Z,14,192
20220309T151926.806Z,15,192
20220309T151930.839Z,16,192
20220309T151935.018Z,17,192
20220309T151939.020Z,18,192
20220309T151943.117Z,19,192
20220309T151947.324Z,20,192
20220309T151951.354Z,21,192
20220309T151955.393Z,22,192
20220309T151959.413Z,23,192
20220309T152003.419Z,24,192
20220309T152007.554Z,25,192
20220309T152011.611Z,26,192
20220309T152015.612Z,27,192
20220309T152019.662Z,28,192
20220309T152023.691Z,29,192
20220309T152027.705Z,30,192
20220309T152031.771Z,31,192
20220309T152035.819Z,32,192
20220309T152039.818Z,33,192
20220309T152043.862Z,34,192
20220309T152047.911Z,35,192
20220309T152052.109Z,36,192
20220309T152056.154Z,37,192
20220309T152100.341Z,38,192
20220309T152104.409Z,39,192
20220309T152108.428Z,40,192
20220309T152112.451Z,41,192
20220309T152116.490Z,42,192
20220309T152120.485Z,43,192
20220309T152124.689Z,44,192
20220309T152128.693Z,45,192
20220309T152132.846Z,46,192
20220309T152136.876Z,47,192
20220309T152140.943Z,48,192
20220309T152145.036Z,49,192
20220309T152149.096Z,50,192
20220309T152153.097Z,51,192
20220309T152157.255Z,52,192
20220309T152201.393Z,53,192
20220309T152205.600Z,54,192
20220309T152209.596Z,55,192
20220309T152213.796Z,56,192
20220309T152217.786Z,57,192
20220309T152221.849Z,58,192
20220309T152225.959Z,59,192
20220309T152229.968Z,60,192
20220309T152233.999Z,61,192
20220309T152238.115Z,62,192
20220309T152242.296Z,63,192
20220309T152246.285Z,64,192
20220309T152250.408Z,65,192
20220309T152254.411Z,66,192
20220309T152258.488Z,67,192
20220309T152302.686Z,68,192
20220309T152306.850Z,69,192
20220309T152310.865Z,70,192
20220309T152314.863Z,71,192
20220309T152318.866Z,72,192
20220309T152323.067Z,73,192
20220309T152327.111Z,74,192
20220309T152331.299Z,75,192
20220309T152335.367Z,76,192
20220309T152339.410Z,77,192
20220309T152343.459Z,78,192
20220309T152347.538Z,79,192
20220309T152351.724Z,80,192
20220309T152355.921Z,81,192
20220309T152359.936Z,82,192
20220309T152404.122Z,83,192
20220309T152408.170Z,84,192
20220309T152412.186Z,85,192
20220309T152416.182Z,86,192
20220309T152420.192Z,87,192
20220309T152424.384Z,88,192
20220309T152428.447Z,89,192
20220309T152432.497Z,90,192
20220309T152436.556Z,91,192
20220309T152440.764Z,92,192
20220309T152444.920Z,93,192
20220309T152448.962Z,94,192
20220309T152452.976Z,95,192
20220309T152457.146Z,96,192
20220309T152501.197Z,97,192
20220309T152505.217Z,98,192
20220309T152509.244Z,99,192
20220309T152513.277Z,100,192
20220309T152517.339Z,99,192
20220309T152521.497Z,98,192
20220309T152525.537Z,97,192
20220309T152529.573Z,96,192
20220309T152533.774Z,95,192
20220309T152537.842Z,94,192
20220309T152541.841Z,93,192
20220309T152545.833Z,92,192
20220309T152549.872Z,91,192
20220309T152554.057Z,90,192
20220309T152558.104Z,89,192
20220309T152602.122Z,88,192
20220309T152606.322Z,87,192
20220309T152610.495Z,86,192
20220309T152614.495Z,85,192
20220309T152622.261Z,84,192
20220309T152629.535Z,83,192
20220309T152637.115Z,0,64
20220309T152913.817Z,0,0
20220309T152919.230Z,1,192
20220309T152923.400Z,2,192
20220309T152927.451Z,3,192
20220309T152931.542Z,4,192
20220309T152935.665Z,5,192
20220309T152939.823Z,6,192
20220309T152943.872Z,7,192
20220309T152947.889Z,8,192
20220309T152951.879Z,9,192
